llparte,CodAcc2,aaaa,mes,dia,dia_mes,hora,horarecode,Ncod_canton,Ncod_distrito,NX_WGS84,NY_WGS84,lugar_hechos,Total_Involucrados,dano_ileso_sum,dano_leve_sum,dano_grave_sum,dano_muerto_sum
2015-57300023,Colisión con objeto fijo,2015,Febrero,Miércoles,4,1,00:00-05:59,Heredia,Heredia,-84.12370667,9.993503333,Heredia-Heredia-Heredia 200 al Sur de la Cocina del Antiguo Hospital de Heredia,1,0,1,0,0
2015-57300025,Colisión con objeto fijo,2015,Febrero,Domingo,8,3,00:00-05:59,Heredia,San Francisco,-84.11012333,9.986258333,Heredia-Heredia-Ulloa Ruta3 Costado Este del Mall Paseo Las Flores,1,0,1,0,0
2015-234800221,Colisión con objeto fijo,2015,Julio,Domingo,26,15,12:00-17:59,Heredia,Ulloa,-84.118353,9.972073001,Heredia-Heredia-Ulloa INMACULADA CONCEPCION . 700 NORTE DE COCORIZA,6,2,4,0,0
2015-237400169,Colisión con objeto fijo,2015,Julio,Miércoles,15,21,18:00-23:59,Heredia,Heredia,-84.108816,9.997162,Heredia-San Pablo-San Pablo 25 NORTE DE LAIN,3,2,0,1,0
2015-241600211,Colisión con objeto fijo,2015,Julio,Miércoles,15,12,12:00-17:59,Heredia,Ulloa,-84.143175,9.98957,Heredia-Heredia-Ulloa DEL  AM PM 100MTS  SUR Y 400MTS OESTE,1,0,1,0,0
2015-244100159,Colisión con objeto fijo,2015,Junio,Martes,16,11,06:00-11:59,Heredia,Ulloa,-84.14754667,9.979628333,Heredia-Heredia-Ulloa FRENTE A ZONA FRANCA METRO,3,1,0,2,0
2015-249500084,Colisión con objeto fijo,2015,Junio,Jueves,11,4,00:00-05:59,Heredia,San Francisco,-84.149368,9.990009,Heredia-Heredia-San Francisco 150M SUR DE REGIONAL DE FUERZA PUBLICA,4,2,0,2,0
2015-241600042,Colisión con objeto fijo,2015,Marzo,Jueves,5,15,12:00-17:59,Heredia,San Francisco,-84.11215,9.986373334,Heredia-Heredia-San Francisco COSTADO NORTE DE MALL PASEO LAS FLORES,1,0,1,0,0
2015-54300058,Colisión con objeto fijo,2015,Marzo,Domingo,8,17,12:00-17:59,Heredia,Ulloa,-84.15007667,9.974441667,Heredia-Heredia-Ulloa Ruta 1 frente a Plaza los Arcos San Jose- Alajuela,1,0,1,0,0
2015-236400137,Colisión con objeto fijo,2015,Mayo,Sábado,9,14,12:00-17:59,Heredia,Ulloa,-84.13951667,9.987901667,Heredia-Heredia-Ulloa de DHL 100 al oeste,1,0,0,1,0
2015-238800083,Colisión con objeto fijo,2015,Mayo,Lunes,11,4,00:00-05:59,Heredia,San Francisco,-84.14564167,9.992127778,Heredia-Heredia-Ulloa BARREAL COSTADO SUR EMBOTELLADORA CENTROAMERICANA SOBRE P,1,0,1,0,0
2015-249500076,Colisión con objeto fijo,2015,Mayo,Miércoles,27,2,00:00-05:59,Heredia,Ulloa,-84.140063,9.975555,Heredia-Heredia-Ulloa DE ESCUELA DE BARREAL 100M NORTE 25M ESTE Y 25M NORTE,4,3,1,0,0
2015-57800005,Colisión con objeto fijo,2015,Mayo,Martes,19,22,18:00-23:59,Heredia,San Francisco,-84.109308,9.98453,Heredia-Heredia-Ulloa HEREDIA RUTA 3 PASEO DE LAS FLORES 25 SUR,1,0,1,0,0
2015-43500132,Colisión con objeto fijo,2015,Noviembre,Lunes,2,3,00:00-05:59,Heredia,San Francisco,-84.120745,9.987835,Heredia-Heredia-San Francisco DE ESQUINA SURESTE DEL HOSPITAL NIEVO  75 SUR,3,2,1,0,0
4000-226736,Colisión con objeto fijo,2015,Octubre,Martes,13,23,18:00-23:59,Heredia,San Francisco,-84.1281,9.99166,RESIDENCIAL LOS SAUCES,2,1,1,0,0
2015-213200235,Colisión con objeto fijo,2015,Setiembre,Domingo,27,7,06:00-11:59,Heredia,Mercedes,-84.134355,10.00520333,Heredia-Heredia-Mercedes Mercedes norte de la iglecia católica 300 metros oeste,2,1,1,0,0
2015-43500104,Colisión con objeto fijo,2015,Setiembre,Viernes,18,2,00:00-05:59,Heredia,Ulloa,-84.1547,9.983166667,Heredia-Heredia-Ulloa 235 MTS AL SUR DE ENTRADA EURO CENTER,2,1,1,0,0
2014-202300099,Atropello a persona,2014,Abril,Miércoles,30,17,12:00-17:59,Heredia,Ulloa,-84.13514833,9.970928334,Heredia-Heredia-Ulloa BOMBA UNO BARREAL DE HEREDIA,4,2,2,0,0
2014-222600006,Atropello a persona,2014,Abril,Miércoles,2,17,12:00-17:59,Heredia,Mercedes,-84.12807269,10.00123414,Heredia-Heredia-Mercedes 250 Norte del Colegio Samuel Saenz Puente Nuevo,2,1,1,0,0
2014-222600009,Atropello a persona,2014,Abril,Viernes,4,20,18:00-23:59,Heredia,San Francisco,-84.11435725,9.980676599,"Heredia-Heredia-San Francisco Guarari, La Milpa, 250 Norte Pali Los Lagos.",2,1,1,0,0
2014-234800107,Atropello a persona,2014,Abril,Viernes,4,18,18:00-23:59,Heredia,Heredia,-84.11251,10.00348,Heredia-Heredia-Heredia CRUCE DE TRIBUTACION,2,1,1,0,0
2014-234800123,Atropello a persona,2014,Abril,Viernes,25,10,06:00-11:59,Heredia,Mercedes,-84.1233,10.00669,Heredia-Heredia-Mercedes CRUCE DEL COLEGIO SANTA INEZ COSTADO SUR AL LAVACAR ESP,2,1,1,0,0
2014-238800083,Atropello a persona,2014,Abril,Lunes,7,10,06:00-11:59,Heredia,Heredia,-84.11426167,9.994368335,Heredia-Heredia-Heredia AVENIDA 8-10 CALLE 5 FRENTE CENTRO SAN AGUSTIN,2,1,1,0,0
2014-241600087,Atropello a persona,2014,Abril,Miércoles,30,9,06:00-11:59,Heredia,Mercedes,-84.12795,10.008685,Heredia-Heredia-Mercedes 300MTS ESTE  DEL CLARETIANO  FRENTE A TIENDAY BAZAR SU,2,1,1,0,0
2014-57800059,Atropello a persona,2014,Abril,Martes,1,5,00:00-05:59,Heredia,Heredia,-84.11245567,9.995362423,Heredia-Heredia-Heredia RUTA TRES COSTADO ESTE ESTACION DE SERVICIO DELTA,1,0,1,0,0
2014-222600074,Atropello a persona,2014,Agosto,Domingo,17,5,00:00-05:59,Heredia,Heredia,-84.1124808,10.00110139,"Heredia-Heredia-Heredia Centro,  Fte a Perimercados",1,0,1,0,0
2014-233100129,Atropello a persona,2014,Agosto,Viernes,22,16,12:00-17:59,Heredia,Heredia,-84.12261,9.996850001,Heredia-Heredia-Heredia COSTODO NORESTE DEL HOSPITAL VIEJO DE HEREDIA,2,1,0,1,0
2014-236400200,Atropello a persona,2014,Agosto,Martes,19,11,06:00-11:59,Heredia,San Francisco,-84.1114,9.97726,Heredia-Heredia-San Francisco Frente a Peque├▒o Mundo,2,1,0,1,0
2014-238800148,Atropello a persona,2014,Agosto,Sábado,2,0,00:00-05:59,Heredia,Heredia,-84.116835,9.997108333,Heredia-Heredia-Heredia AVENIDA 4 CALLE 0-2,2,1,1,0,0
2014-57300064,Atropello a persona,2014,Agosto,Sábado,2,22,18:00-23:59,Heredia,San Francisco,-84.11209667,9.986188331,Heredia-Heredia-San Francisco Dentro del Parqueo Mall Paseo Las Flores,2,1,1,0,0
2014-15000108,Atropello a persona,2014,Diciembre,Lunes,1,19,18:00-23:59,Heredia,Heredia,-84.12014,9.994150003,Heredia-Heredia-Heredia POLLOS  POBLANO 100 Este,2,1,0,1,0
2014-213200284,Atropello a persona,2014,Diciembre,Miércoles,10,6,06:00-11:59,Heredia,Heredia,-84.11751667,9.994861665,Heredia-Heredia-Heredia costado sur del mercado Florense parada de buses de Get,2,1,1,0,0
2014-213200302,Atropello a persona,2014,Diciembre,Viernes,19,14,12:00-17:59,Heredia,San Francisco,-84.11753833,9.982246668,"Heredia-Heredia-San Francisco guarari nisperos 2 ,100 metros norte del parque de",2,1,1,0,0
2014-234800373,Atropello a persona,2014,Diciembre,Martes,16,14,12:00-17:59,Heredia,San Francisco,-84.1399126,9.991421305,Heredia-Heredia-San Francisco LA AURORA 400 OESTE DEL AM| PM DE SANTA CECILIA .,2,1,1,0,0
2014-238800246,Atropello a persona,2014,Diciembre,Miércoles,24,22,18:00-23:59,Heredia,San Francisco,-84.11983333,9.979264997,"Heredia-Heredia-San Francisco GUARARI, ESCUELA PUBLICA 200MTS OESTE.",2,1,1,0,0
2014-315300180,Atropello a persona,2014,Diciembre,Lunes,8,11,06:00-11:59,Heredia,San Francisco,-84.11344833,9.989026671,Heredia-Heredia-San Francisco RUTA 3 FRENTE PEQUEÑO MUNDO,2,1,0,1,0
2014-316900098,Atropello a persona,2014,Diciembre,Lunes,1,19,18:00-23:59,Heredia,San Francisco,-84.120555,9.98942,Heredia-Heredia-San Francisco COSTADO ESTE DEL HOSPITAL SAN VICENTE,2,1,1,0,0
2014-316900104,Atropello a persona,2014,Diciembre,Sábado,6,16,12:00-17:59,Heredia,Ulloa,-84.148835,9.98467333,Heredia-Heredia-Ulloa FRENTE A MAS POLLO,2,1,1,0,0
2014-57800120,Atropello a persona,2014,Diciembre,Martes,2,22,18:00-23:59,Heredia,Heredia,-84.11159667,9.990476668,Heredia-Heredia-Heredia RUTA TRES COSTADO ESTE LA CASITA DEL CERDO,2,1,1,0,0
2014-57800135,Atropello a persona,2014,Diciembre,Viernes,19,23,18:00-23:59,Heredia,San Francisco,-84.13452,9.99647,Heredia-Heredia-San Francisco RUTA TRES AUTOS BOLA├æOS 50 OESTE,2,1,0,1,0
2014-92000281,Atropello a persona,2014,Diciembre,Viernes,5,15,12:00-17:59,Heredia,Heredia,-84.11244959,9.996679072,Heredia-Heredia-Heredia AVENIDA 9 FRENTE A TACO BELL,2,1,0,1,0
2014-92000295,Atropello a persona,2014,Diciembre,Jueves,18,6,06:00-11:59,Heredia,Heredia,-84.1217076,9.995979422,Heredia-Heredia-Heredia 100 MTS ESTE ANTIGUO HOSPITAL,2,1,1,0,0
2014-10000014,Atropello a persona,2014,Enero,Viernes,17,7,06:00-11:59,Heredia,San Francisco,-84.14069667,9.991328332,SALIDA CONDOMINIOS SN AGUSTIN RUTA 111,2,1,1,0,0
2014-10000020,Atropello a persona,2014,Enero,Jueves,23,17,12:00-17:59,Heredia,Heredia,-84.11584,9.996250004,AV 6 CALLE 1,2,1,1,0,0
2014-234800013,Atropello a persona,2014,Enero,Miércoles,15,6,06:00-11:59,Heredia,Heredia,-84.12266,9.994399996,Heredia-Heredia-Heredia 100 SUR ANTIGUO HOSPITAL,2,1,1,0,0
2014-236400007,Atropello a persona,2014,Enero,Viernes,10,13,12:00-17:59,Heredia,San Francisco,-84.10926,9.982640001,Heredia-Heredia-San Francisco Frente a Price Smart,1,0,1,0,0
2014-236400012,Atropello a persona,2014,Enero,Viernes,17,16,12:00-17:59,Heredia,Heredia,-84.11840329,9.9940548,Heredia-Heredia-Heredia Costado oeste Boutique Lua,2,1,0,1,0
2014-238400007,Atropello a persona,2014,Enero,Domingo,12,11,06:00-11:59,Heredia,San Francisco,-84.14605,9.991918332,Heredia-Heredia-San Francisco Diagonal a Mini Super San Francisco;entrda urbani,2,1,0,1,0
2014-241600009,Atropello a persona,2014,Enero,Viernes,10,14,12:00-17:59,Heredia,Ulloa,-84.14885167,9.986708334,Heredia-Heredia-Ulloa LA AURORA FRENTE BAR UMBRALES,1,0,1,0,0
2014-242400002,Atropello a persona,2014,Enero,Viernes,10,5,00:00-05:59,Heredia,Heredia,-84.11147833,9.990474999,Heredia-Heredia-Heredia FRENTE A LA CASITA DEL CHICHARRON,2,1,1,0,0
2014-252800015,Atropello a persona,2014,Enero,Miércoles,29,8,06:00-11:59,Heredia,Heredia,-84.11554167,9.996236671,Heredia-Heredia-Heredia de la bomba la central 25 este,2,1,1,0,0
2014-64200002,Atropello a persona,2014,Enero,Martes,7,9,06:00-11:59,Heredia,Ulloa,-84.12346167,9.968091666,Heredia-Heredia-Ulloa Ruta 106 frente a Small Lamugue Lagunilla Real Santamaria,2,1,1,0,0
2014-233900037,Atropello a persona,2014,Febrero,Miércoles,19,7,06:00-11:59,Heredia,Heredia,-84.12183833,10.00008333,Heredia-Heredia-Heredia FRENTE A FARMACIA  JIREH,2,1,1,0,0
2014-233900038,Atropello a persona,2014,Febrero,Miércoles,19,10,06:00-11:59,Heredia,San Francisco,-84.1489486,9.989874579,Heredia-Heredia-Ulloa DIAGONAL A PINTURAS SAN PIO SOBRE LA PRINCIPAL,2,1,1,0,0
2014-234800032,Atropello a persona,2014,Febrero,Lunes,3,10,06:00-11:59,Heredia,Ulloa,-84.113575,9.968050002,CRUCE DE LA VALENCIA,2,1,1,0,0
2014-236400060,Atropello a persona,2014,Febrero,Viernes,28,21,18:00-23:59,Heredia,Ulloa,-84.15389768,9.986663419,Heredia-Heredia-San Francisco De Global Park 100 al oeste.,2,0,0,2,0
2014-237400013,Atropello a persona,2014,Febrero,Lunes,10,8,06:00-11:59,Heredia,Ulloa,-84.1141652,9.965252484,Heredia-Heredia-Mercedes FRENTE A JARDINES DEL RECUERDO,2,1,0,1,0
2014-238400035,Atropello a persona,2014,Febrero,Martes,25,10,06:00-11:59,Heredia,Ulloa,-84.14883833,9.982356665,Heredia-Heredia-Ulloa De Fabrica CASINO;200 metros norte,2,1,1,0,0
2014-241600036,Atropello a persona,2014,Febrero,Miércoles,5,20,18:00-23:59,Heredia,Mercedes,-84.12329333,10.006835,Heredia-Heredia-Mercedes FRENTE A COLEGIO STA INES,4,1,3,0,0
2014-242400014,Atropello a persona,2014,Febrero,Jueves,13,22,18:00-23:59,Heredia,Ulloa,-84.12456,9.968091665,Heredia-Heredia-Ulloa FRENTE A LAS BODEGAS DE BIMBO LAGUNILLA,2,1,1,0,0
2014-242400015,Atropello a persona,2014,Febrero,Viernes,14,4,00:00-05:59,Heredia,Ulloa,-84.122695,9.967775004,LAGUNILLA DEL REAL SANTA MARIA SECTOR ESTE 50 METROS AL ES,3,2,0,0,1
2014-246000049,Atropello a persona,2014,Febrero,Viernes,28,14,12:00-17:59,Heredia,Heredia,-84.11784167,10.00289,DE LA IGLESIA CATOLICA DE FATIMA 50 METROS AL NORTE Y 50,2,1,1,0,0
2014-249500049,Atropello a persona,2014,Febrero,Sábado,22,11,06:00-11:59,Heredia,Ulloa,-84.11941167,9.971825003,Heredia-Heredia-Ulloa LAGUNILLA RESIDENCIAL INMACULADA CONCEPCION DEL SUPER TAI,3,2,0,1,0
2014-92000035,Atropello a persona,2014,Febrero,Lunes,3,17,12:00-17:59,Heredia,San Francisco,-84.11946167,9.978983332,Heredia-Heredia-San Francisco 100 MTS OESTE ESCUELA GUARARI,2,1,1,0,0
2014-96700036,Atropello a persona,2014,Febrero,Miércoles,19,6,06:00-11:59,Heredia,Ulloa,-84.1136,9.96815,Heredia-Heredia-Ulloa cruze de la Valencia exacto,2,1,0,1,0
2014-96700039,Atropello a persona,2014,Febrero,Jueves,20,8,06:00-11:59,Heredia,Heredia,-84.11119,10.00022,Heredia-Heredia-Heredia costado norte de la Universidad Nacional,2,1,1,0,0
2014-96700040,Atropello a persona,2014,Febrero,Lunes,24,7,06:00-11:59,Heredia,San Francisco,-84.14628983,9.992204392,Heredia-Heredia-Heredia frente al super San Francisco carretera A ka Aurora,2,1,1,0,0
2014-222600059,Atropello a persona,2014,Julio,Martes,8,12,12:00-17:59,Heredia,Heredia,-84.11416,9.99802746,Heredia-Heredia-Heredia 25 Sur Restaurante El Principe.,2,1,1,0,0
2014-238200119,Atropello a persona,2014,Julio,Lunes,28,21,18:00-23:59,Heredia,San Francisco,-84.13399,9.991923338,Heredia-Heredia-San Francisco 25 METROS ESTE DE RESTAURANTE LEÑO CARBON PARRILI,2,1,0,0,1
2014-241600142,Atropello a persona,2014,Julio,Viernes,18,16,12:00-17:59,Heredia,Heredia,-84.119155,9.993185005,Heredia-Heredia-Heredia FRENTE A MATERIALES VILLA,2,1,1,0,0
2014-246000180,Atropello a persona,2014,Julio,Martes,29,12,12:00-17:59,Heredia,Heredia,-84.116815,10.002835,Heredia-Heredia-Heredia DEL SEMAFORO PEATONAL DE VOCACIONAL 50 METROS AL NORTE,2,1,1,0,0
2014-252800126,Atropello a persona,2014,Julio,Miércoles,2,9,06:00-11:59,Heredia,Mercedes,-84.14527,9.999361668,Heredia-Heredia-Mercedes 400 este de la clinica de san juaquin,2,1,1,0,0
2014-10000206,Atropello a persona,2014,Junio,Martes,10,15,12:00-17:59,Heredia,Ulloa,-84.14176262,9.979605512,Heredia-Heredia-Ulloa FRENTE A COLGATE PALMOLIVE ULLOA,2,1,1,0,0
2014-213200120,Atropello a persona,2014,Junio,Sábado,21,1,00:00-05:59,Heredia,Ulloa,-84.15143167,9.981160003,Heredia-Heredia-Ulloa frente a CENADA,1,0,1,0,0
2014-234800171,Atropello a persona,2014,Junio,Lunes,9,16,12:00-17:59,Heredia,Ulloa,-84.14881,9.981809998,Heredia-Heredia-Ulloa 100 NORTE DE MEDIAS CASINO CRUCE FABRICA NACIONAL DE BOLS,2,1,1,0,0
2014-235400118,Atropello a persona,2014,Junio,Viernes,6,13,12:00-17:59,Heredia,Ulloa,-84.1606831,9.979730472,Heredia-Belén-La Rivera Via paralela a ruta 1 frente al Hotel Wyndham,2,1,1,0,0
2014-238200076,Atropello a persona,2014,Junio,Viernes,6,20,18:00-23:59,Heredia,Ulloa,-84.14875568,9.987575218,Heredia-Heredia-San Francisco LOS CONDOMINOS LA AURORA DE LA IGLESIA EVANGELICA,2,1,0,1,0
2014-238400169,Atropello a persona,2014,Junio,Jueves,19,11,06:00-11:59,Heredia,Heredia,-84.11942667,9.993268336,Heredia-Heredia-Heredia Costado norte de Materiales Villa,2,1,1,0,0
2014-241600122,Atropello a persona,2014,Junio,Martes,24,18,18:00-23:59,Heredia,Ulloa,-84.12010167,9.967881664,Heredia-Heredia-Ulloa ENTRADA  A CENTRO COMERCIAL  LAGUNILLAS,2,1,1,0,0
2014-246000140,Atropello a persona,2014,Junio,Lunes,23,19,18:00-23:59,Heredia,Heredia,-84.11577333,9.996124996,Heredia-Heredia-Heredia COSTADO SUR DE LA BOMBA CENTRAL,2,1,1,0,0
2014-249500112,Atropello a persona,2014,Junio,Sábado,14,17,12:00-17:59,Heredia,Heredia,-84.1220539,9.992216062,Heredia-Heredia-Heredia HOSPITAL SN VICENTE DE PAUL,1,0,0,1,0
2014-252800113,Atropello a persona,2014,Junio,Viernes,6,12,12:00-17:59,Heredia,Heredia,-84.1201,10.00164099,Heredia-Heredia-Heredia DEL BAR EL BOTESITO 100 METROS SUR,1,0,1,0,0
2014-57300062,Atropello a persona,2014,Junio,Sábado,14,1,00:00-05:59,Heredia,Ulloa,-84.12630667,9.96833833,Heredia-Heredia-Ulloa Por Laboratorios Griffith,2,0,0,2,0
2014-10000113,Atropello a persona,2014,Marzo,Miércoles,26,7,06:00-11:59,Heredia,San Francisco,-84.11650333,9.975784999,Heredia-Heredia-San Francisco 500 SUR PALI LOS LAGOS,4,2,2,0,0
2014-238400060,Atropello a persona,2014,Marzo,Martes,11,11,06:00-11:59,Heredia,Heredia,-84.11008833,10.001905,Del OVSICORI;300 metros este hacia San Rafael/,2,1,0,1,0
2014-238400069,Atropello a persona,2014,Marzo,Martes,18,17,12:00-17:59,Heredia,Heredia,-84.119195,9.996121664,Heredia-Heredia-Heredia Instalaciones del parqueo Mas x Menos/,2,1,0,1,0
2014-238800050,Atropello a persona,2014,Marzo,Sábado,8,19,18:00-23:59,Heredia,Ulloa,-84.148445,9.985948331,Heredia-Heredia-San Francisco LA AURORA FRENTE A ENTRADA CONDOMINIO LORENA,2,1,1,0,0
2014-92000041,Atropello a persona,2014,Marzo,Jueves,20,19,18:00-23:59,Heredia,Ulloa,-84.13956333,9.987816669,Heredia-Heredia-Ulloa,2,1,1,0,0
2014-96000091,Atropello a persona,2014,Marzo,Lunes,17,16,12:00-17:59,Heredia,San Francisco,-84.11139953,9.977262491,Heredia-Heredia-San Francisco Frente a Pequeño Mundo,2,1,1,0,0
2014-96000108,Atropello a persona,2014,Marzo,Lunes,31,18,18:00-23:59,Heredia,Heredia,-84.11756,9.996410002,Heredia-Heredia-Heredia Esquina Nor-Este Mercado Municipal,2,1,1,0,0
2014-236400127,Atropello a persona,2014,Mayo,Jueves,15,11,06:00-11:59,Heredia,San Francisco,-84.15294985,9.990332598,Heredia-Heredia-Ulloa De Ultrapark 300 al norte.,2,1,0,1,0
2014-238400141,Atropello a persona,2014,Mayo,Martes,20,10,06:00-11:59,Heredia,Heredia,-84.11686333,9.996249999,Heredia-Heredia-Heredia Avenida 6;calle 0;diagonal a El Almacen El Gollo,2,1,1,0,0
2014-238400148,Atropello a persona,2014,Mayo,Lunes,26,18,18:00-23:59,Heredia,Heredia,-84.117575,9.995613338,Heredia-Heredia-Heredia Esquina Sureste del Mercado Municipal.,2,1,0,1,0
2014-249500096,Atropello a persona,2014,Mayo,Jueves,22,10,06:00-11:59,Heredia,Heredia,-84.11594833,9.997825001,Heredia-Heredia-Heredia AVE 2 CALLE 1,2,1,1,0,0
2014-253100084,Atropello a persona,2014,Mayo,Viernes,9,6,06:00-11:59,Heredia,Heredia,-84.11603,9.997041669,Heredia-Heredia-Heredia FRENTE A MEGASUPER,2,1,1,0,0
2014-213200266,Atropello a persona,2014,Noviembre,Miércoles,26,15,12:00-17:59,Heredia,Heredia,-84.11709167,9.995421667,Heredia-Heredia-Heredia frente a el mercado florence,2,1,1,0,0
2014-237400229,Atropello a persona,2014,Noviembre,Lunes,3,17,12:00-17:59,Heredia,Heredia,-84.11751359,9.996405832,Heredia-Heredia-Heredia FRENTE A ROSABAL ( 50 SUR DE LA VACA),2,1,1,0,0
2014-238400322,Atropello a persona,2014,Noviembre,Lunes,17,18,18:00-23:59,Heredia,San Francisco,-84.11538,9.985919996,Heredia-Heredia-San Francisco Guarari;Urbanizacion Villa Paola Diagonal a SUPER,2,1,1,0,0
2014-238400336,Atropello a persona,2014,Noviembre,Jueves,27,14,12:00-17:59,Heredia,Heredia,-84.12184833,9.991683337,Heredia-Heredia-Heredia Instalaciones de Hospital Heredia/ Area de entrada y sal,2,1,1,0,0
2014-241600322,Atropello a persona,2014,Noviembre,Martes,25,15,12:00-17:59,Heredia,Ulloa,-84.11656167,9.966413336,Heredia-Heredia-Ulloa FRENTE A ULTRA LAG,2,0,2,0,0
2014-241600329,Atropello a persona,2014,Noviembre,Sábado,29,18,18:00-23:59,Heredia,Ulloa,-84.11997333,9.967366668,Heredia-Heredia-Ulloa FRENTE A  AM PM  LAGUNILLA,2,1,1,0,0
2014-252800228,Atropello a persona,2014,Noviembre,Viernes,7,9,06:00-11:59,Heredia,Heredia,-84.11718733,9.994738323,Heredia-Heredia-Heredia frente a la estacion de tren en heredia centro,1,0,1,0,0
2014-252800236,Atropello a persona,2014,Noviembre,Viernes,14,15,12:00-17:59,Heredia,Heredia,-84.12097833,10.00079,Heredia-Heredia-Heredia diagonal auto repuestos el estadio,1,0,1,0,0
2014-43900291,Atropello a persona,2014,Noviembre,Jueves,6,6,06:00-11:59,Heredia,Heredia,-84.11589,10.00091985,Heredia-Heredia-Heredia ESQUINA SUROESTE PARQUE EMBARAZADAS,2,1,1,0,0
2014-96000314,Atropello a persona,2014,Noviembre,Viernes,14,9,06:00-11:59,Heredia,Heredia,-84.10930333,9.993429999,Heredia-Heredia-Heredia Frente a Asilo Ancianos Alfredo y Delia,2,1,1,0,0
2014-10000299,Atropello a persona,2014,Octubre,Viernes,24,12,12:00-17:59,Heredia,Heredia,-84.12201333,9.999148331,Heredia-Heredia-Heredia AV 0 CALLE 1,2,1,1,0,0
2014-236400228,Atropello a persona,2014,Octubre,Domingo,19,19,18:00-23:59,Heredia,Ulloa,-84.12047227,9.978235388,Heredia-Heredia-San Francisco Guarari del Super Lucerito 70 al sur,2,1,1,0,0
2014-238400265,Atropello a persona,2014,Octubre,Viernes,3,18,18:00-23:59,Heredia,Heredia,-84.11660667,9.994865004,Heredia-Heredia-Heredia Costado Sur del Mercado Florense.,2,1,1,0,0
2014-241600270,Atropello a persona,2014,Octubre,Jueves,23,9,06:00-11:59,Heredia,Ulloa,-84.13936,9.987630004,Heredia-Belén-Asuncion BOSQUES DE DOÑA  ROSA,2,1,1,0,0
2014-246000299,Atropello a persona,2014,Octubre,Martes,14,15,12:00-17:59,Heredia,Ulloa,-84.15304667,9.986846663,Heredia-Heredia-Ulloa FRENTE A GOBAL PARK,2,1,1,0,0
2014-315300112,Atropello a persona,2014,Octubre,Viernes,3,10,06:00-11:59,Heredia,Heredia,-84.11927,9.995729999,Heredia-Heredia-Heredia ESQUINA SURESTE DEL PARQUE DE LOS ANGELES,2,1,1,0,0
2014-315300123,Atropello a persona,2014,Octubre,Domingo,19,14,12:00-17:59,Heredia,San Francisco,-84.12690333,9.990110004,Heredia-Heredia-San Francisco FRENTE AMPM DE LA VEROLIS DEL HOSPITAL SAN VICENTE,2,1,1,0,0
2014-316900062,Atropello a persona,2014,Octubre,Jueves,23,15,12:00-17:59,Heredia,Heredia,-84.11333593,9.99594951,Heredia-Heredia-Heredia 100M SUR DEL BAR 00,2,1,1,0,0
2014-96000275,Atropello a persona,2014,Octubre,Martes,7,17,12:00-17:59,Heredia,Ulloa,-84.11458,9.965499998,Heredia-Heredia-Ulloa Semaforo Jardines del Recuerdo,1,0,1,0,0
2014-213200199,Atropello a persona,2014,Setiembre,Sábado,27,16,12:00-17:59,Heredia,Heredia,-84.11667667,9.996535,Heredia-Heredia-Heredia 100 metros este del mercado municipal de HEREDIA,2,1,1,0,0
2014-222600093,Atropello a persona,2014,Setiembre,Miércoles,3,18,18:00-23:59,Heredia,Mercedes,-84.13401135,10.00977365,Heredia-Heredia-Mercedes Norte 500 Oeste de Colegio Claretian sobre puente Amar,2,1,1,0,0
2014-233100152,Atropello a persona,2014,Setiembre,Viernes,26,22,18:00-23:59,Heredia,Ulloa,-84.16194333,9.981111853,Heredia-Belén-La Rivera dentro del tunel de la bridgestone,2,1,1,0,0
2014-237400196,Atropello a persona,2014,Setiembre,Sábado,20,18,18:00-23:59,Heredia,Ulloa,-84.11355,9.96795,Heredia-Heredia-Heredia VALENCIA FRENTE IGLECIA MMM EN EL CRUSE,2,1,0,1,0
2014-238400233,Atropello a persona,2014,Setiembre,Miércoles,10,9,06:00-11:59,Heredia,Ulloa,-84.11714167,9.966421669,Heredia-Heredia-Ulloa Frente a Fotolit/ RuTA 106.,2,0,1,1,0
2014-246000272,Atropello a persona,2014,Setiembre,Martes,23,13,12:00-17:59,Heredia,San Francisco,-84.13796833,9.991555004,Heredia-Heredia-San Francisco DE LA PANADERIA LA MUSMANNI 100 METROS AL NORTE,2,1,0,1,0
2014-249500205,Atropello a persona,2014,Setiembre,Martes,23,18,18:00-23:59,Heredia,Ulloa,-84.11630167,9.966391663,Heredia-Heredia-Ulloa FRENTE ULTRALAG,2,1,1,0,0
2014-252800187,Atropello a persona,2014,Setiembre,Domingo,14,21,18:00-23:59,Heredia,San Francisco,-84.13360833,9.98822167,Heredia-Heredia-San Francisco 500 sur de la deportiva,3,1,2,0,0
2014-315300087,Atropello a persona,2014,Setiembre,Martes,16,7,06:00-11:59,Heredia,Heredia,-84.11154527,9.991380066,Heredia-Heredia-Heredia FRENTE TALLER GARAGE 57 EN LA LINEA DEL TREN,1,0,1,0,0
2014-43900241,Atropello a persona,2014,Setiembre,Lunes,15,11,06:00-11:59,Heredia,Heredia,-84.12274303,10.00027609,Heredia-Heredia-Heredia DE FUNERARIA DEL MAGISTERIO 500 OESTE,2,1,1,0,0
2015-10000116,Atropello a persona,2015,Abril,Lunes,6,12,12:00-17:59,Heredia,Heredia,-84.11504989,10.00285898,Heredia-Heredia-Heredia AV 9 CALLE 3,2,1,1,0,0
